-----   Orbit start ------  ------- Electron keV --------   ----------------------------------- Protons keV ----------------------------
                               38-53           175-315         56-78          112-187         337-594         761-1220        1073-1802
YEAR MODAY HHMN DOY   SECS  Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed  Integ
2001  3 20  629  79 23341 4.9e+07 3.9e+11 1.2e+06 1.9e+10 4.2e+08 4.9e+11 8.9e+07 4.2e+10 1.0e+07 9.6e+09 1.7e+06 3.0e+09 3.8e+05 2.3e+09 228000
2001  3 22 2159  81 79141 0.0e+00 3.9e+11 0.0e+00 1.9e+10 0.0e+00 4.9e+11 0.0e+00 4.2e+10 0.0e+00 9.6e+09 0.0e+00 3.0e+09 0.0e+00 2.3e+09 228300
2001  3 25 1324  84 48241 8.9e+07 3.9e+11 1.7e+06 1.9e+10 4.0e+07 4.9e+11 1.2e+07 4.2e+10 1.1e+06 9.6e+09 1.9e+05 3.0e+09 4.7e+04 2.3e+09 212100
2001  3 28  454  87 17641 1.4e+09 3.9e+11 1.1e+07 1.9e+10 6.3e+09 4.9e+11 1.3e+09 4.3e+10 1.8e+08 9.8e+09 4.4e+07 3.0e+09 1.5e+07 2.3e+09 228300
2001  3 30 2019  89 73141 1.4e+09 3.9e+11 3.8e+07 1.9e+10 2.6e+08 4.9e+11 6.0e+07 4.3e+10 9.5e+06 9.8e+09 2.6e+06 3.0e+09 1.0e+06 2.3e+09 228000
2001  4  2 1149  92 42540 1.7e+09 3.9e+11 3.2e+07 1.9e+10 6.3e+09 5.0e+11 1.4e+09 4.4e+10 1.7e+08 1.0e+10 3.2e+07 3.0e+09 1.0e+07 2.3e+09 228300
2001  4  5  319  95 11941 1.5e+10 4.1e+11 5.2e+08 2.0e+10 3.7e+08 5.0e+11 9.7e+07 4.4e+10 2.6e+07 1.0e+10 7.3e+06 3.0e+09 6.8e+06 2.4e+09 228000
2001  4  7 1844  97 67441 3.8e+09 4.1e+11 1.2e+08 2.0e+10 3.0e+09 5.0e+11 9.4e+08 4.5e+10 1.9e+08 1.0e+10 6.3e+07 3.1e+09 2.3e+07 2.4e+09 228000
2001  4 10 1014 100 36841 5.6e+08 4.1e+11 1.3e+07 2.0e+10 2.6e+09 5.1e+11 7.6e+08 4.6e+10 1.4e+08 1.0e+10 3.4e+07 3.1e+09 1.2e+07 2.4e+09 228300
2001  4 13  139 103  5940 1.2e+09 4.1e+11 3.1e+07 2.0e+10 4.5e+09 5.1e+11 1.2e+09 4.7e+10 2.4e+08 1.1e+10 9.2e+07 3.2e+09 4.6e+07 2.4e+09 228000
2001  4 15 1704 105 61440 7.4e+09 4.2e+11 6.9e+07 2.0e+10 1.2e+09 5.1e+11 2.2e+08 4.7e+10 3.2e+07 1.1e+10 8.1e+06 3.2e+09 3.0e+06 2.4e+09 228300
2001  4 18  834 108 30840 1.1e+10 4.3e+11 2.1e+08 2.0e+10 1.8e+09 5.1e+11 8.1e+08 4.8e+10 2.2e+08 1.1e+10 8.6e+07 3.3e+09 3.8e+07 2.5e+09 228000
2001  4 21    4 111   240 8.0e+08 4.3e+11 2.8e+07 2.0e+10 4.9e+08 5.1e+11 1.4e+08 4.8e+10 3.1e+07 1.1e+10 1.0e+07 3.3e+09 4.6e+06 2.5e+09 228300
2001  4 23 1529 113 55740 1.5e+08 4.3e+11 4.6e+06 2.0e+10 9.1e+07 5.1e+11 1.1e+07 4.8e+10 9.8e+05 1.1e+10 4.1e+05 3.3e+09 1.7e+05 2.5e+09 228000
2001  4 26  659 116 25140 4.8e+08 4.3e+11 8.3e+06 2.0e+10 3.8e+08 5.1e+11 6.5e+07 4.8e+10 6.3e+06 1.1e+10 1.3e+06 3.3e+09 3.9e+05 2.5e+09 227700
2001  4 28 2229 118 80941 9.9e+08 4.3e+11 1.0e+07 2.0e+10 1.5e+09 5.2e+11 8.6e+08 4.9e+10 4.1e+08 1.1e+10 1.9e+08 3.5e+09 7.8e+07 2.6e+09 228300
2001  5  1 1354 121 50040 3.6e+08 4.3e+11 4.4e+06 2.0e+10 8.5e+08 5.2e+11 2.0e+08 5.0e+10 3.4e+07 1.1e+10 7.1e+06 3.5e+09 2.7e+06 2.6e+09 227700
2001  5  4  524 124 19440 1.3e+08 4.3e+11 3.0e+06 2.0e+10 1.3e+08 5.2e+11 3.0e+07 5.0e+10 4.0e+06 1.1e+10 1.1e+06 3.5e+09 3.7e+05 2.6e+09 228300
2001  5  6 2049 126 74940 1.1e+08 4.3e+11 2.8e+06 2.0e+10 3.1e+07 5.2e+11 3.9e+06 5.0e+10 6.1e+05 1.1e+10 7.1e+04 3.5e+09 2.6e+04 2.6e+09 228000
2001  5  9 1219 129 44340 3.7e+08 4.3e+11 3.8e+06 2.0e+10 1.2e+07 5.2e+11 2.3e+06 5.0e+10 2.2e+06 1.1e+10 2.2e+06 3.5e+09 1.6e+06 2.6e+09 228300
2001  5 12  344 132 13441 3.0e+07 4.3e+11 6.7e+05 2.0e+10 1.3e+08 5.2e+11 4.6e+07 5.0e+10 8.6e+06 1.1e+10 1.1e+06 3.5e+09 4.0e+05 2.6e+09 228000
2001  5 14 1914 134 69241 2.9e+08 4.3e+11 3.6e+06 2.0e+10 1.6e+08 5.2e+11 1.9e+07 5.0e+10 2.0e+06 1.1e+10 4.0e+05 3.5e+09 1.4e+05 2.6e+09 228300
2001  5 17 1039 137 38340 8.6e+08 4.4e+11 5.6e+06 2.0e+10 4.1e+07 5.2e+11 7.8e+06 5.0e+10 1.8e+06 1.1e+10 7.7e+05 3.5e+09 2.7e+05 2.6e+09 228000
2001  5 20  209 140  7740 4.7e+08 4.4e+11 3.8e+06 2.0e+10 4.8e+07 5.2e+11 1.2e+07 5.0e+10 2.3e+06 1.1e+10 7.7e+05 3.5e+09 2.4e+05 2.6e+09 228300
2001  5 22 1734 142 63240 6.2e+08 4.4e+11 2.0e+07 2.0e+10 3.5e+07 5.2e+11 1.1e+07 5.0e+10 2.8e+06 1.1e+10 1.3e+06 3.5e+09 5.6e+05 2.6e+09 228000
2001  5 25  904 145 32640 3.0e+07 4.4e+11 6.3e+05 2.0e+10 2.7e+07 5.2e+11 5.8e+06 5.0e+10 6.4e+05 1.1e+10 1.3e+05 3.5e+09 3.5e+04 2.6e+09 228300
2001  5 28   34 148  2040 4.2e+07 4.4e+11 1.5e+06 2.0e+10 3.3e+08 5.2e+11 3.6e+07 5.0e+10 2.7e+06 1.1e+10 4.3e+05 3.5e+09 1.3e+05 2.6e+09 228300
2001  5 30 1604 150 57840 5.3e+07 4.4e+11 2.5e+06 2.0e+10 1.2e+09 5.2e+11 1.8e+08 5.0e+10 1.1e+07 1.1e+10 1.3e+06 3.5e+09 2.0e+05 2.6e+09 228300
2001  6  4 2259 155 82741 1.0e+09 4.4e+11 1.5e+07 2.0e+10 6.6e+08 5.2e+11 7.1e+07 5.0e+10 6.5e+06 1.1e+10 2.1e+06 3.5e+09 8.9e+05 2.6e+09 456600
2001  6  7 1429 158 52140 4.0e+08 4.4e+11 5.1e+06 2.0e+10 2.9e+08 5.2e+11 6.1e+07 5.0e+10 1.0e+07 1.1e+10 3.7e+06 3.5e+09 1.4e+06 2.6e+09 228300
2001  6 10  554 161 21241 2.9e+08 4.4e+11 3.6e+06 2.0e+10 4.8e+08 5.2e+11 8.1e+07 5.0e+10 7.3e+06 1.1e+10 1.5e+06 3.5e+09 4.3e+05 2.6e+09 228000
2001  6 12 2124 163 77040 2.4e+08 4.4e+11 5.5e+06 2.0e+10 4.6e+07 5.2e+11 7.2e+06 5.0e+10 8.2e+05 1.1e+10 3.0e+05 3.5e+09 1.3e+05 2.6e+09 228300
2001  6 15 1249 166 46140 1.9e+08 4.4e+11 3.0e+06 2.0e+10 2.6e+08 5.2e+11 6.9e+07 5.0e+10 1.2e+07 1.1e+10 3.8e+06 3.6e+09 1.3e+06 2.6e+09 228000
2001  6 18  419 169 15540 1.6e+09 4.4e+11 3.4e+07 2.0e+10 5.5e+09 5.3e+11 1.6e+09 5.2e+10 2.6e+08 1.2e+10 6.2e+07 3.6e+09 2.2e+07 2.6e+09 228300
2001  6 20 1949 171 71340 3.8e+08 4.4e+11 1.0e+07 2.0e+10 8.1e+08 5.3e+11 1.1e+08 5.2e+10 9.3e+06 1.2e+10 2.0e+06 3.6e+09 6.9e+05 2.6e+09 228300
2001  6 23 1119 174 40740 1.9e+08 4.4e+11 4.7e+06 2.0e+10 2.1e+07 5.3e+11 4.4e+06 5.2e+10 5.9e+05 1.2e+10 2.1e+05 3.6e+09 7.7e+04 2.6e+09 228300
2001  6 26  249 177 10141 6.0e+07 4.4e+11 1.6e+06 2.0e+10 5.9e+06 5.3e+11 1.3e+06 5.2e+10 1.7e+05 1.2e+10 5.8e+04 3.6e+09 2.2e+04 2.6e+09 228300
2001  6 28 1814 179 65641 2.5e+07 4.4e+11 6.2e+05 2.0e+10 8.2e+06 5.3e+11 1.0e+06 5.2e+10 9.2e+04 1.2e+10 2.2e+04 3.6e+09 8.9e+03 2.6e+09 228000
2001  7  1  944 182 35040 1.6e+07 4.4e+11 5.3e+05 2.0e+10 2.3e+06 5.3e+11 5.1e+05 5.2e+10 6.1e+04 1.2e+10 1.8e+04 3.6e+09 5.8e+03 2.6e+09 228300
2001  7  4  114 185  4440 4.8e+07 4.4e+11 2.2e+06 2.0e+10 4.7e+07 5.3e+11 1.1e+07 5.2e+10 9.4e+05 1.2e+10 1.7e+05 3.6e+09 4.4e+04 2.6e+09 228300
2001  7  6 1639 187 59940 4.2e+07 4.4e+11 2.2e+06 2.0e+10 6.2e+07 5.3e+11 7.1e+06 5.2e+10 9.2e+05 1.2e+10 2.7e+05 3.6e+09 8.0e+04 2.6e+09 228000
2001  7  9  809 190 29341 5.1e+07 4.4e+11 1.6e+06 2.0e+10 3.2e+07 5.3e+11 2.6e+06 5.2e+10 3.4e+05 1.2e+10 1.1e+05 3.6e+09 4.0e+04 2.6e+09 228300
2001  7 11 2334 192 84840 5.1e+07 4.4e+11 2.0e+06 2.0e+10 1.2e+07 5.3e+11 2.5e+06 5.2e+10 2.5e+05 1.2e+10 7.2e+04 3.6e+09 2.6e+04 2.6e+09 228000
2001  7 14 1504 195 54241 2.5e+08 4.4e+11 3.4e+06 2.0e+10 4.0e+07 5.3e+11 1.1e+07 5.2e+10 3.4e+06 1.2e+10 1.8e+06 3.6e+09 6.7e+05 2.6e+09 228300
2001  7 17  634 198 23640 3.1e+07 4.4e+11 1.8e+06 2.0e+10 1.8e+07 5.3e+11 3.1e+06 5.2e+10 3.6e+05 1.2e+10 8.9e+04 3.6e+09 2.5e+04 2.6e+09 228300
2001  7 19 2204 200 79440 5.6e+07 4.4e+11 3.4e+06 2.0e+10 3.4e+07 5.3e+11 3.7e+06 5.2e+10 3.2e+05 1.2e+10 7.1e+04 3.6e+09 1.8e+04 2.6e+09 228300
2001  7 22 1334 203 48840 3.0e+08 4.4e+11 4.0e+06 2.0e+10 3.4e+07 5.3e+11 8.1e+06 5.2e+10 1.4e+06 1.2e+10 5.6e+05 3.6e+09 2.3e+05 2.6e+09 228300
2001  7 25  459 206 17940 1.2e+08 4.4e+11 2.8e+06 2.0e+10 3.8e+07 5.3e+11 8.7e+06 5.2e+10 1.3e+06 1.2e+10 3.4e+05 3.6e+09 1.1e+05 2.6e+09 228000
2001  7 27 2029 208 73740 5.8e+07 4.4e+11 1.7e+06 2.0e+10 2.5e+07 5.3e+11 2.1e+06 5.2e+10 1.5e+05 1.2e+10 3.4e+04 3.6e+09 8.3e+03 2.6e+09 228300
2001  7 30 1154 211 42840 1.1e+08 4.4e+11 2.8e+06 2.0e+10 1.2e+07 5.3e+11 2.7e+06 5.2e+10 2.6e+05 1.2e+10 6.8e+04 3.6e+09 2.0e+04 2.6e+09 228000
2001  8  2  324 214 12240 8.9e+07 4.4e+11 2.5e+06 2.0e+10 3.1e+08 5.3e+11 1.8e+08 5.2e+10 3.2e+07 1.2e+10 4.5e+06 3.6e+09 1.6e+06 2.6e+09 228300
2001  8  4 1854 216 68040 3.9e+07 4.4e+11 1.4e+06 2.0e+10 1.4e+09 5.3e+11 1.4e+08 5.2e+10 6.3e+06 1.2e+10 4.2e+05 3.6e+09 1.3e+05 2.6e+09 228300
2001  8  7 1019 219 37140 8.2e+07 4.4e+11 1.8e+06 2.0e+10 1.1e+09 5.3e+11 9.4e+07 5.2e+10 4.0e+06 1.2e+10 2.6e+05 3.6e+09 5.7e+04 2.6e+09 228000
2001  8 10  149 222  6540 9.9e+07 4.4e+11 2.1e+06 2.0e+10 3.9e+07 5.3e+11 4.1e+06 5.2e+10 2.8e+05 1.2e+10 6.7e+04 3.6e+09 2.0e+04 2.6e+09 227400
2001  8 12 1719 224 62340 2.0e+08 4.4e+11 1.2e+06 2.0e+10 1.4e+09 5.3e+11 8.5e+08 5.3e+10 2.2e+08 1.2e+10 5.8e+07 3.7e+09 2.1e+07 2.6e+09 228300
2001  8 15  849 227 31740 1.8e+08 4.4e+11 2.7e+06 2.0e+10 2.7e+09 5.3e+11 4.1e+08 5.4e+10 3.4e+07 1.2e+10 4.3e+06 3.7e+09 9.9e+05 2.6e+09 228300
2001  8 18   19 230  1140 0.0e+00 4.4e+11 0.0e+00 2.0e+10 0.0e+00 5.3e+11 0.0e+00 5.4e+10 0.0e+00 1.2e+10 0.0e+00 3.7e+09 0.0e+00 2.6e+09 228300
2001  8 20 1544 232 56640 2.0e+09 4.4e+11 9.4e+07 2.0e+10 1.4e+09 5.4e+11 3.5e+08 5.4e+10 5.0e+07 1.2e+10 1.2e+07 3.7e+09 3.0e+06 2.6e+09 228000
2001  8 23  714 235 26040 3.6e+09 4.5e+11 9.1e+07 2.1e+10 4.5e+08 5.4e+11 9.8e+07 5.4e+10 1.8e+07 1.2e+10 7.3e+06 3.7e+09 3.4e+06 2.6e+09 228300
2001  8 25 2239 237 81540 2.4e+09 4.5e+11 4.9e+07 2.1e+10 2.1e+08 5.4e+11 5.1e+07 5.4e+10 1.2e+07 1.2e+10 5.6e+06 3.7e+09 2.2e+06 2.6e+09 228000
2001  8 28 1409 240 50941 9.2e+08 4.5e+11 1.6e+07 2.1e+10 1.4e+10 5.5e+11 3.1e+09 5.7e+10 3.6e+08 1.2e+10 6.6e+07 3.8e+09 1.8e+07 2.6e+09 227400
2001  8 31  534 243 20040 6.0e+08 4.5e+11 1.0e+07 2.1e+10 5.8e+09 5.6e+11 1.3e+09 5.9e+10 1.9e+08 1.3e+10 4.6e+07 3.8e+09 1.2e+07 2.7e+09 227400
2001  9  2 2104 245 75840 2.0e+08 4.5e+11 5.3e+06 2.1e+10 1.7e+08 5.6e+11 4.0e+07 5.9e+10 5.1e+06 1.3e+10 1.1e+06 3.8e+09 3.1e+05 2.7e+09 228300
2001  9  5 1229 248 44941 1.3e+08 4.5e+11 4.7e+06 2.1e+10 2.6e+07 5.6e+11 4.9e+06 5.9e+10 6.2e+05 1.3e+10 1.5e+05 3.8e+09 4.8e+04 2.7e+09 228000
2001  9  8  359 251 14341 4.1e+08 4.5e+11 5.2e+06 2.1e+10 3.4e+07 5.6e+11 6.5e+06 5.9e+10 1.9e+06 1.3e+10 3.5e+05 3.8e+09 1.4e+05 2.7e+09 228300
2001  9  8  809 251 17040 7.5e+06 4.5e+11 8.1e+04 2.1e+10 7.9e+05 5.6e+11 1.8e+05 5.9e+10 2.3e+04 1.3e+10 6.6e+03 3.8e+09 2.1e+03 2.7e+09 17400
2001  9  8  809 251 17040 2.5e+06 4.5e+11 2.7e+04 2.1e+10 2.6e+05 5.6e+11 5.9e+04 5.9e+10 7.8e+03 1.3e+10 2.2e+03 3.8e+09 6.9e+02 2.7e+09   900
2001  9  8  809 251 17040 8.3e+05 4.5e+11 9.0e+03 2.1e+10 8.8e+04 5.6e+11 2.0e+04 5.9e+10 2.6e+03 1.3e+10 7.4e+02 3.8e+09 2.3e+02 2.7e+09   300
2001  9  8 1622 251 17040 0.0e+00 4.5e+11 0.0e+00 2.1e+10 0.0e+00 5.6e+11 0.0e+00 5.9e+10 0.0e+00 1.3e+10 0.0e+00 3.8e+09 0.0e+00 2.7e+09     0
2001  9 10 1929 253 70140 2.0e+08 4.5e+11 4.2e+06 2.1e+10 4.9e+07 5.6e+11 6.9e+06 5.9e+10 8.1e+05 1.3e+10 2.2e+05 3.8e+09 7.8e+04 2.7e+09 186300
2001  9 13 1054 256 39241 5.8e+08 4.5e+11 4.7e+06 2.1e+10 3.0e+07 5.6e+11 5.0e+06 5.9e+10 1.1e+06 1.3e+10 2.8e+05 3.8e+09 1.2e+05 2.7e+09 228000
2001  9 16  224 259  8641 3.3e+08 4.5e+11 4.2e+06 2.1e+10 1.6e+09 5.6e+11 3.1e+08 5.9e+10 3.7e+07 1.3e+10 6.9e+06 3.8e+09 1.9e+06 2.7e+09 228300
2001  9 18 1749 261 64141 2.5e+08 4.5e+11 4.2e+06 2.1e+10 1.5e+08 5.6e+11 3.0e+07 5.9e+10 4.4e+06 1.3e+10 1.3e+06 3.8e+09 4.6e+05 2.7e+09 228000
2001  9 21  919 264 33540 4.4e+07 4.5e+11 7.2e+05 2.1e+10 6.8e+07 5.6e+11 4.5e+06 5.9e+10 4.6e+05 1.3e+10 1.5e+05 3.8e+09 6.8e+04 2.7e+09 227700
2001  9 24   44 267  2641 1.2e+08 4.5e+11 1.5e+06 2.1e+10 2.2e+07 5.6e+11 3.4e+06 5.9e+10 4.6e+05 1.3e+10 1.5e+05 3.8e+09 5.0e+04 2.7e+09 228000
2001  9 26 1614 269 58440 1.1e+09 4.6e+11 8.2e+07 2.1e+10 2.3e+07 5.6e+11 7.4e+06 5.9e+10 1.1e+06 1.3e+10 3.8e+05 3.8e+09 2.1e+05 2.7e+09 228300
2001  9 29  739 272 27540 0.0e+00 4.6e+11 0.0e+00 2.1e+10 0.0e+00 5.6e+11 0.0e+00 5.9e+10 0.0e+00 1.3e+10 0.0e+00 3.8e+09 0.0e+00 2.7e+09 228000
2001 10  1 2309 274 83340 1.2e+10 4.7e+11 4.1e+08 2.1e+10 1.0e+10 5.7e+11 1.6e+09 6.1e+10 2.0e+08 1.3e+10 5.0e+07 3.9e+09 1.6e+07 2.7e+09 228300
2001 10  4 1434 277 52440 0.0e+00 4.7e+11 0.0e+00 2.1e+10 0.0e+00 5.7e+11 0.0e+00 6.1e+10 0.0e+00 1.3e+10 0.0e+00 3.9e+09 0.0e+00 2.7e+09 228000
2001 10  7  604 280 21840 3.6e+09 4.7e+11 9.9e+07 2.1e+10 7.1e+08 5.7e+11 1.7e+08 6.1e+10 2.9e+07 1.3e+10 1.1e+07 3.9e+09 4.6e+06 2.7e+09 228300
2001 10  9 2134 282 77640 8.8e+08 4.7e+11 3.2e+07 2.1e+10 1.3e+09 5.7e+11 2.0e+08 6.1e+10 1.7e+07 1.3e+10 4.0e+06 3.9e+09 1.7e+06 2.7e+09 228300
2001 10 12 1304 285 47040 0.0e+00 4.7e+11 0.0e+00 2.1e+10 0.0e+00 5.7e+11 0.0e+00 6.1e+10 0.0e+00 1.3e+10 0.0e+00 3.9e+09 0.0e+00 2.7e+09 228300
2001 10 15  429 288 16141 0.0e+00 4.7e+11 0.0e+00 2.1e+10 0.0e+00 5.7e+11 0.0e+00 6.1e+10 0.0e+00 1.3e+10 0.0e+00 3.9e+09 0.0e+00 2.7e+09 119400
2001 10 17 1954 290 71640 2.4e+08 4.7e+11 7.9e+06 2.1e+10 1.4e+08 5.7e+11 2.7e+07 6.1e+10 3.8e+06 1.3e+10 1.1e+06 3.9e+09 4.0e+05 2.7e+09 228000
2001 10 20 1124 293 41041 7.5e+08 4.7e+11 2.1e+07 2.1e+10 8.0e+07 5.7e+11 2.5e+07 6.1e+10 6.9e+06 1.3e+10 3.1e+06 3.9e+09 1.2e+06 2.7e+09 228300
2001 10 23  249 296 10140 9.1e+08 4.7e+11 1.1e+07 2.1e+10 2.9e+09 5.7e+11 1.5e+09 6.3e+10 4.0e+08 1.3e+10 9.0e+07 4.0e+09 2.4e+07 2.7e+09 228000
2001 10 25 1819 298 65940 1.4e+09 4.8e+11 3.3e+07 2.1e+10 7.8e+09 5.8e+11 1.7e+09 6.4e+10 2.1e+08 1.4e+10 4.9e+07 4.0e+09 1.6e+07 2.7e+09 228300
2001 10 28  944 301 35040 4.5e+08 4.8e+11 3.6e+06 2.1e+10 1.2e+09 5.8e+11 1.0e+09 6.5e+10 4.0e+08 1.4e+10 1.3e+08 4.2e+09 4.1e+07 2.8e+09 228000
2001 10 31  114 304  4441 1.4e+08 4.8e+11 1.8e+06 2.1e+10 1.0e+09 5.8e+11 1.5e+08 6.5e+10 1.9e+07 1.4e+10 5.4e+06 4.2e+09 1.8e+06 2.8e+09 228300
2001 11  2 1639 306 59940 1.4e+08 4.8e+11 2.4e+06 2.1e+10 7.2e+08 5.9e+11 9.1e+07 6.5e+10 7.9e+06 1.4e+10 1.1e+06 4.2e+09 2.7e+05 2.8e+09 228000
2001 11  5  809 309 29340 8.5e+08 4.8e+11 1.0e+08 2.1e+10 1.8e+09 5.9e+11 2.8e+08 6.6e+10 2.1e+07 1.4e+10 2.8e+06 4.2e+09 8.0e+05 2.8e+09 228300
2001 11  7 2339 311 85140 0.0e+00 4.8e+11 0.0e+00 2.1e+10 0.0e+00 5.9e+11 0.0e+00 6.6e+10 0.0e+00 1.4e+10 0.0e+00 4.2e+09 0.0e+00 2.8e+09 228000
2001 11 10 1509 314 54540 2.2e+09 4.8e+11 5.0e+07 2.2e+10 6.9e+08 5.9e+11 2.1e+08 6.6e+10 4.6e+07 1.4e+10 1.8e+07 4.2e+09 7.2e+06 2.8e+09 228000
2001 11 13  634 317 23640 6.3e+08 4.8e+11 1.7e+07 2.2e+10 1.3e+09 5.9e+11 3.2e+08 6.6e+10 4.9e+07 1.4e+10 9.6e+06 4.2e+09 3.3e+06 2.8e+09 228000
2001 11 15 2204 319 79440 3.5e+08 4.8e+11 1.2e+07 2.2e+10 3.4e+08 5.9e+11 2.6e+07 6.6e+10 3.0e+06 1.4e+10 9.9e+05 4.2e+09 3.8e+05 2.8e+09 221400
2001 11 18 1329 322 48540 7.3e+08 4.8e+11 3.0e+07 2.2e+10 1.2e+08 5.9e+11 5.5e+06 6.6e+10 1.8e+06 1.4e+10 7.0e+05 4.2e+09 3.7e+05 2.8e+09 228000
2001 11 21  459 325 17940 1.2e+10 4.9e+11 9.2e+07 2.2e+10 5.5e+09 6.0e+11 1.1e+09 6.7e+10 2.4e+08 1.4e+10 1.1e+08 4.3e+09 4.8e+07 2.8e+09 228300
2001 11 23 2024 327 73441 1.1e+10 5.0e+11 5.2e+08 2.2e+10 5.6e+09 6.0e+11 1.4e+09 6.9e+10 2.7e+08 1.5e+10 1.0e+08 4.4e+09 3.5e+07 2.9e+09 228000
2001 11 26 1154 330 42841 4.9e+09 5.1e+11 1.1e+08 2.2e+10 4.2e+09 6.0e+11 5.8e+08 6.9e+10 1.2e+08 1.5e+10 5.8e+07 4.5e+09 2.5e+07 2.9e+09 228300
2001 11 29  324 333 12240 2.7e+09 5.1e+11 5.0e+07 2.2e+10 2.9e+09 6.1e+11 1.2e+08 7.0e+10 2.7e+07 1.5e+10 1.2e+07 4.5e+09 4.5e+06 2.9e+09 228300
2001 12  1 1849 335 67741 8.0e+08 5.1e+11 1.7e+07 2.2e+10 2.1e+09 6.1e+11 2.0e+07 7.0e+10 1.4e+07 1.5e+10 1.5e+06 4.5e+09 5.8e+05 2.9e+09 228000
2001 12  4 1019 338 37140 1.7e+08 5.1e+11 3.1e+06 2.2e+10 9.4e+08 6.1e+11 1.4e+07 7.0e+10 4.5e+06 1.5e+10 6.7e+05 4.5e+09 2.0e+05 2.9e+09 228300
2001 12  7  149 341  6540 4.5e+08 5.1e+11 8.5e+06 2.2e+10 7.7e+09 6.2e+11 8.8e+07 7.0e+10 5.3e+06 1.5e+10 6.2e+05 4.5e+09 1.7e+05 2.9e+09 228300
2001 12  9 1719 343 62340 1.8e+08 5.1e+11 4.5e+06 2.2e+10 5.9e+09 6.2e+11 4.7e+06 7.0e+10 3.4e+06 1.5e+10 8.1e+04 4.5e+09 2.6e+04 2.9e+09 228300
2001 12 12  844 346 31441 3.0e+08 5.1e+11 5.4e+06 2.2e+10 9.2e+09 6.3e+11 3.7e+06 7.0e+10 2.0e+06 1.5e+10 4.7e+05 4.5e+09 1.9e+05 2.9e+09 228000
2001 12 15   14 349   840 3.5e+08 5.1e+11 5.2e+06 2.2e+10 1.7e+10 6.5e+11 1.2e+09 7.1e+10 2.0e+08 1.5e+10 4.7e+07 4.5e+09 1.3e+07 2.9e+09 228300
2001 12 17 1544 351 56641 4.4e+08 5.1e+11 7.2e+06 2.2e+10 1.6e+10 6.7e+11 5.0e+08 7.1e+10 9.6e+07 1.5e+10 2.1e+07 4.6e+09 7.1e+06 2.9e+09 228300
2001 12 20  709 354 25740 2.1e+08 5.1e+11 2.9e+06 2.2e+10 1.0e+10 6.8e+11 4.4e+07 7.1e+10 9.8e+06 1.5e+10 3.6e+06 4.6e+09 1.2e+06 2.9e+09 228000
2001 12 22 2239 356 81540 3.8e+07 5.1e+11 7.7e+05 2.2e+10 3.5e+09 6.8e+11 1.9e+07 7.1e+10 4.5e+06 1.5e+10 5.9e+05 4.6e+09 1.7e+05 2.9e+09 228300
2001 12 25 1404 359 50640 4.4e+07 5.1e+11 2.0e+06 2.2e+10 1.3e+10 6.9e+11 1.7e+07 7.2e+10 1.2e+07 1.5e+10 2.4e+05 4.6e+09 6.8e+04 2.9e+09 228000
2001 12 28  534 362 20040 2.0e+09 5.2e+11 3.7e+07 2.2e+10 3.9e+09 7.0e+11 1.1e+08 7.2e+10 1.1e+08 1.5e+10 8.0e+07 4.6e+09 4.0e+07 3.0e+09 228300
2001 12 30 2104 364 75840 3.9e+09 5.2e+11 9.3e+07 2.3e+10 1.9e+10 7.2e+11 1.2e+09 7.3e+10 1.4e+08 1.5e+10 4.3e+07 4.7e+09 1.6e+07 3.0e+09 228300
2002  1  2 1234   2 45240 2.6e+09 5.2e+11 6.5e+07 2.3e+10 1.0e+10 7.3e+11 1.3e+09 7.4e+10 1.6e+08 1.5e+10 4.0e+07 4.7e+09 1.2e+07 3.0e+09 228300
2002  1  5  404   5 14640 2.5e+09 5.3e+11 2.1e+07 2.3e+10 1.4e+10 7.4e+11 2.3e+08 7.4e+10 4.8e+07 1.6e+10 2.4e+07 4.8e+09 1.1e+07 3.0e+09 228300
2002  1  7 1929   7 70140 2.3e+09 5.3e+11 2.0e+07 2.3e+10 2.8e+10 7.7e+11 1.8e+08 7.4e+10 4.4e+07 1.6e+10 2.5e+07 4.8e+09 1.1e+07 3.0e+09 228000
2002  1 10 1059  10 39540 7.3e+08 5.3e+11 9.8e+06 2.3e+10 1.8e+10 7.9e+11 5.5e+07 7.5e+10 1.2e+07 1.6e+10 5.9e+06 4.8e+09 2.4e+06 3.0e+09 228300
2002  1 13  229  13  8940 2.2e+10 5.5e+11 3.0e+08 2.3e+10 1.6e+10 8.0e+11 1.6e+09 7.6e+10 2.2e+08 1.6e+10 7.1e+07 4.9e+09 2.8e+07 3.0e+09 228300
2002  1 15 1754  15 64440 1.1e+10 5.6e+11 1.1e+08 2.3e+10 4.5e+09 8.1e+11 2.2e+08 7.6e+10 5.3e+07 1.6e+10 2.4e+07 4.9e+09 1.1e+07 3.0e+09 228000
2002  1 18  924  18 33840 2.2e+09 5.6e+11 3.8e+07 2.3e+10 2.4e+09 8.1e+11 9.3e+07 7.6e+10 1.7e+07 1.6e+10 7.5e+06 4.9e+09 3.1e+06 3.1e+09 228300
