Orbit Start Time     Orbit Stop Time     External Fluence     Attenuated Fluence
yyyy:doy:hh:mm:ss   yyyy:doy:hh:mm:ss    (p/cm^2-sr-Mev)       (p/cm^2-sr-Mev)
--------------------------------------------------------------------------------
2007:175:14:29:00   2007:178:05:59:00    1.99388966601e+09    3.67505916450e+08
2007:178:05:59:00   2007:180:21:24:01    1.34716943532e+09    2.26648308924e+08
2007:180:21:24:01   2007:183:12:54:00    2.93755470471e+09    4.39296508110e+08
2007:183:12:54:00   2007:186:04:19:00    1.21188503280e+09    1.92264328500e+08
2007:186:04:19:00   2007:188:19:49:00    1.63564277100e+09    2.86072081500e+08
2007:188:19:49:00   2007:191:11:19:00    1.62662730465e+09    1.30484110950e+08
2007:191:11:19:00   2007:194:02:44:00    1.67962559550e+09    4.03385404440e+08
2007:194:02:44:00   2007:196:18:14:00    2.40123796950e+09    3.66932938500e+08
2007:196:18:14:00   2007:199:09:39:00    2.08993942518e+09    2.15221466580e+08
2007:199:09:39:00   2007:202:01:09:00    1.47924848388e+09    2.39952173880e+08
2007:202:01:09:00   2007:204:16:34:00    2.86214153325e+09    1.10376848370e+08
2007:204:16:34:00   2007:207:08:04:01    1.07178222783e+09    8.01200873700e+07
2007:207:08:04:01   2007:209:23:29:01    1.78212205521e+09    2.51017942242e+08
2007:209:23:29:01   2007:212:14:59:00    5.98359020541e+09    2.13725815410e+08
2007:212:14:59:00   2007:215:06:29:00    2.32639576620e+09    5.26403197200e+08
2007:215:06:29:00   2007:217:21:59:00    1.82229842949e+09    3.66696260490e+08
2007:217:21:59:00   2007:220:13:24:00    4.58697485772e+09    9.30209917440e+07
2007:220:13:24:00   2007:223:04:49:00    4.63221170730e+09    4.37110254300e+08
2007:223:04:49:00   2007:225:20:19:00    2.84396936463e+09    5.39937324630e+08
2007:225:20:19:00   2007:228:11:49:00    2.90688540750e+09    5.26152018000e+07
2007:228:11:49:00   2007:231:03:14:00    1.50679603092e+09    4.15920757920e+08
2007:231:03:14:00   2007:233:18:44:00    1.94549009142e+09    3.85019625420e+08
2007:233:18:44:00   2007:236:10:09:01    9.91079562030e+08    6.47629725900e+07
2007:236:10:09:01   2007:239:01:39:00    5.29239822480e+09    1.13037141720e+08
2007:239:01:39:00   2007:241:17:09:01    3.45483239430e+09    7.71129111300e+08
2007:241:17:09:01   2007:244:08:39:01    2.55197862660e+09    1.45503087720e+08
2007:244:08:39:01   2007:247:00:04:00    4.86359859090e+09    1.54459602858e+09
2007:247:00:04:00   2007:249:15:34:01    2.68320093660e+09    3.35471895300e+08
2007:249:15:34:01   2007:252:06:59:00    2.22329462178e+09    8.77790678400e+08
2007:252:06:59:00   2007:254:22:29:00    1.03249655973e+09    1.47493981965e+08
2007:254:22:29:00   2007:257:13:54:00    9.82581738780e+08    2.17047364335e+08
2007:257:13:54:00   2007:260:05:24:01    9.19636665780e+08    2.47227697800e+08
2007:260:05:24:01   2007:262:20:49:00    8.77298252490e+08    9.64991694000e+07
2007:262:20:49:00   2007:265:12:19:00    2.49111393720e+09    1.27992376200e+08
2007:265:12:19:00   2007:268:03:49:00    2.14330830332e+09    3.10364574324e+08
2007:268:03:49:00   2007:270:19:19:00    1.77611348970e+09    2.46699155700e+08
2007:270:19:19:00   2007:273:10:44:00    3.92065936410e+09    9.50125232100e+08
2007:273:10:44:00   2007:276:02:14:00    1.88325272392e+09    6.77240129919e+08
2007:276:02:14:00   2007:278:17:39:00    2.03771757312e+09    6.69803034120e+08
2007:278:17:39:00   2007:281:09:09:00    5.90439312762e+08    1.60673208162e+08
2007:281:09:09:00   2007:284:00:34:01    5.87614433820e+08    3.57043347839e+07
2007:284:00:34:01   2007:286:16:04:01    6.25732991320e+08    2.42388442200e+07
2007:286:16:04:01   2007:289:07:29:00    5.88636501177e+08    9.73730571954e+07
2007:289:07:29:00   2007:291:22:59:00    2.23127063986e+09    4.65965594261e+08
2007:291:22:59:00   2007:294:14:29:00    1.33385761521e+09    5.61780070407e+08
2007:294:14:29:00   2007:297:05:54:00    9.07478271438e+08    2.26001436438e+08
2007:297:05:54:00   2007:299:21:24:01    2.75316960166e+09    5.07981220062e+08
2007:299:21:24:01   2007:302:12:49:00    1.53221831784e+09    4.30928864940e+08
2007:302:12:49:00   2007:305:04:19:00    1.37041827153e+09    4.89415935030e+08
2007:305:04:19:00   2007:307:19:44:01    5.74958748150e+08    1.12755296550e+08
2007:307:19:44:01   2007:310:11:14:00    4.22927374572e+08    9.45676254720e+07
2007:310:11:14:00   2007:313:02:39:00    5.19612751830e+08    5.24705430900e+07
2007:313:02:39:00   2007:315:18:09:00    8.27714661750e+08    8.69884971000e+07
2007:315:18:09:00   2007:318:09:34:01    2.20065072690e+09    4.89326160600e+08
2007:318:09:34:01   2007:321:01:04:00    1.97559687474e+09    4.47287723100e+08
2007:321:01:04:00   2007:323:16:34:00    9.68348453010e+08    1.36390016610e+08
2007:323:16:34:00   2007:326:07:59:00    2.64816369540e+09    4.92572667000e+08
2007:326:07:59:00   2007:328:23:29:00    2.93953718025e+09    5.87995676250e+08
2007:328:23:29:00   2007:331:14:54:01    2.01127356440e+09    4.60446499737e+08
2007:331:14:54:01   2007:334:06:19:01    1.30368221736e+09    1.31549459904e+08
2007:334:06:19:01   2007:336:21:49:00    1.00087700171e+09    1.18604190593e+08
2007:336:21:49:00   2007:339:13:14:00    1.32850438143e+09    9.99857487300e+07
2007:339:13:14:00   2007:342:04:44:00    8.43551734029e+08    9.77536945158e+07
2007:342:04:44:00   2007:344:20:09:00    1.56732811252e+09    1.16001197803e+08
2007:344:20:09:00   2007:347:11:39:00    3.80089087740e+09    5.14018667400e+08
2007:347:11:39:00   2007:350:03:09:01    1.48349236008e+09    3.30130330077e+08
2007:350:03:09:01   2007:352:18:34:06    3.38567015280e+09    4.87268115900e+08
2007:352:18:34:06   2007:355:10:04:00    4.63804511967e+09    6.78114476670e+08
2007:355:10:04:00   2007:358:01:29:01    3.43067496351e+09    5.89314243510e+08
2007:358:01:29:01   2007:360:16:59:01    1.33284023589e+09    3.62488615891e+08
2007:360:16:59:01   2007:363:08:24:02    1.25261368142e+09    2.76357965424e+08
2007:363:08:24:02   2007:365:23:54:00    1.59996096906e+09    3.23969109063e+08
2007:365:23:54:00   2008:003:15:19:00    1.29734543930e+09    4.05731399301e+08
2008:003:15:19:00   2008:006:06:49:01    2.60623023231e+09    2.15708778453e+08
2008:006:06:49:01   2008:008:22:14:01    4.45838204496e+09    9.10440696960e+08
2008:008:22:14:01   2008:011:13:44:00    2.97073721422e+09    6.12659064210e+08
2008:011:13:44:00   2008:014:05:14:01    2.22717711198e+09    4.27097392980e+08
2008:014:05:14:01   2008:016:20:39:01    4.58655697482e+09    1.23149173482e+09
2008:016:20:39:01   2008:019:12:09:00    3.54038581859e+09    5.14350654593e+08
2008:019:12:09:00   2008:022:03:34:00    3.36068557740e+09    5.47433702400e+08
2008:022:03:34:00   2008:024:19:04:01    1.69068197364e+09    2.24307309240e+08
2008:024:19:04:01   2008:027:10:29:00    1.62803037027e+09    5.78709909270e+08
2008:027:10:29:00   2008:030:01:59:00    1.62070199280e+09    3.40951525800e+08
2008:030:01:59:00   2008:032:17:24:00    1.05310801140e+09    2.02925501400e+08
2008:032:17:24:00   2008:035:08:54:00    4.94907130290e+09    1.02940669890e+09
2008:035:08:54:00   2008:038:00:24:00    2.88939740010e+09    4.64824143300e+08
2008:038:00:24:00   2008:040:15:54:00    1.49988447360e+09    1.86600220800e+08
2008:040:15:54:00   2008:043:07:19:01    2.66204066460e+09    1.12848458160e+09
2008:043:07:19:01   2008:045:22:49:00    6.94218369300e+09    4.01883288000e+08
2008:045:22:49:00   2008:048:14:14:01    3.22213931520e+09    6.82368645900e+08
2008:048:14:14:01   2008:051:05:44:00    1.73634963300e+09    6.97647312600e+08
2008:051:05:44:00   2008:053:21:14:01    3.41049656040e+09    4.69424274300e+08
2008:053:21:14:01   2008:056:12:39:01    1.51578188910e+09    3.33426045420e+08
2008:056:12:39:01   2008:059:04:04:01    1.06058232450e+09    2.49277756500e+08
2008:059:04:04:01   2008:061:19:34:00    3.28174338030e+09    1.27349287200e+09
2008:061:19:34:00   2008:064:11:04:00    2.86787971260e+09    3.98038108800e+08
2008:064:11:04:00   2008:067:02:34:00    9.44628657600e+08    3.30209812800e+08
2008:067:02:34:00   2008:069:17:59:00    1.73210528970e+09    7.69936856700e+08
2008:069:17:59:00   2008:072:09:29:00    1.68431376810e+09    6.25182021000e+08
2008:072:09:29:00   2008:075:00:54:01    1.62312166110e+09    4.92619491600e+08
2008:075:00:54:01   2008:077:16:24:01    1.70767452450e+09    5.64246025800e+08
2008:077:16:24:01   2008:080:07:49:00    8.91011250300e+08    3.26873408100e+08
2008:080:07:49:00   2008:082:23:19:01    1.36844974170e+09    2.61640691700e+08
2008:082:23:19:01   2008:085:14:44:00    1.22145389370e+09    2.68503236700e+08
2008:085:14:44:00   2008:088:06:14:00    1.59074685060e+09    9.39543168600e+08
2008:088:06:14:00   2008:090:21:44:00    3.84817465470e+09    6.80956998900e+08
2008:090:21:44:00   2008:093:13:09:01    8.08752528960e+08    2.04927225960e+08
2008:093:13:09:01   2008:096:04:39:00    7.08867095790e+08    2.33997794190e+08
2008:096:04:39:00   2008:098:20:09:01    2.21381723370e+09    3.76185367380e+08
2008:098:20:09:01   2008:101:11:34:00    1.70854161420e+09    7.43329096200e+08
2008:101:11:34:00   2008:104:02:59:00    1.90925006973e+09    9.03345521730e+08
2008:104:02:59:00   2008:106:18:29:00    2.49139776390e+09    9.55378875900e+08
2008:106:18:29:00   2008:109:09:54:00    2.95783979496e+09    3.09836182392e+08
2008:109:09:54:00   2008:112:01:24:01    2.21218580310e+09    3.17158914276e+08
2008:112:01:24:01   2008:114:16:49:00    1.57722493551e+09    7.24198383120e+08
2008:114:16:49:00   2008:117:08:19:00    4.91461260390e+09    2.06900948334e+09
2008:117:08:19:00   2008:119:23:49:00    2.87538622680e+09    1.24596639180e+09
2008:119:23:49:00   2008:122:15:14:00    1.51554016554e+09    1.91365826640e+08
2008:122:15:14:00   2008:125:06:44:00    2.69425795356e+09    1.07948561130e+09
2008:125:06:44:00   2008:127:22:09:00    1.78304438025e+09    7.93301723250e+08
2008:127:22:09:00   2008:130:13:39:01    1.43497509309e+09    4.06897556490e+08
2008:130:13:39:01   2008:133:05:04:01    6.57694184010e+08    2.65578297600e+08
2008:133:05:04:01   2008:135:20:34:01    6.25277347380e+08    1.44282616530e+08
2008:135:20:34:01   2008:138:11:59:01    6.35252573610e+08    2.30211331155e+08
2008:138:11:59:01   2008:141:03:24:01    6.62330223060e+08    1.78935879660e+08
2008:141:03:24:01   2008:143:18:54:01    1.61844991590e+09    4.03094736480e+08
2008:143:18:54:01   2008:146:10:24:01    2.41006548897e+09    6.18761628594e+08
2008:146:10:24:01   2008:149:01:49:01    1.30073055387e+09    2.27644166670e+08
2008:149:01:49:01   2008:151:17:19:00    3.21709315620e+09    6.46824574200e+08
2008:151:17:19:00   2008:154:08:49:00    2.24708004051e+09    7.48953388710e+08
2008:154:08:49:00   2008:157:00:14:01    1.66321496640e+09    4.33909908896e+08
2008:157:00:14:01   2008:159:15:39:01    1.38230438028e+09    2.20213298280e+08
2008:159:15:39:01   2008:162:07:09:00    2.26158277572e+09    6.34174523820e+08
2008:162:07:09:00   2008:164:22:34:00    8.75273446830e+08    1.51761341130e+08
2008:164:22:34:00   2008:167:14:04:00    9.98585416050e+08    1.82157247050e+08
2008:167:14:04:00   2008:170:05:29:00    2.95851821700e+09    8.38816251000e+08
2008:170:05:29:00   2008:172:20:59:00    2.41448399802e+09    3.32487837720e+08
2008:172:20:59:00   2008:175:12:29:01    1.36847730561e+09    1.86207818310e+08
2008:175:12:29:01   2008:178:03:54:01    1.01796185556e+09    2.38063755360e+08
2008:178:03:54:01   2008:180:19:24:00    3.65438871441e+09    2.10682540410e+08
2008:180:19:24:00   2008:183:10:49:00    1.86667128990e+09    2.79631300500e+08
2008:183:10:49:00   2008:186:02:19:00    1.25962141317e+09    3.76285138500e+07
2008:186:02:19:00   2008:188:17:44:00    9.79925240580e+08    6.96789893400e+07
2008:188:17:44:00   2008:191:09:14:00    9.79970691660e+08    1.25690140560e+08
2008:191:09:14:00   2008:194:00:39:00    1.00649222046e+09    1.22098581930e+08
2008:194:00:39:00   2008:196:16:09:00    4.49587132590e+09    4.21151856900e+08
2008:196:16:09:00   2008:199:07:39:00    2.23564574010e+09    2.84648006280e+08
2008:199:07:39:00   2008:201:23:04:01    9.15222063750e+08    1.41484305450e+08
2008:201:23:04:01   2008:204:14:34:00    2.08949817627e+09    1.20165294270e+08
2008:204:14:34:00   2008:207:06:04:00    2.55336470520e+09    3.88072423200e+08
2008:207:06:04:00   2008:209:21:34:01    1.92405950670e+09    2.43972296700e+08
2008:209:21:34:01   2008:212:12:59:01    1.95884305920e+09    3.55088152200e+08
2008:212:12:59:01   2008:215:04:29:01    1.18947751542e+09    2.52393954420e+08
2008:215:04:29:01   2008:217:19:54:00    9.62681317770e+08    1.84758590970e+08
2008:217:19:54:00   2008:220:11:24:01    1.22726072490e+09    3.65109756900e+08
2008:220:11:24:01   2008:224:03:57:08    4.90299378300e+08    2.51827698300e+08
2008:224:03:57:08   2008:225:18:19:00    2.41768927440e+09    2.93543873400e+08
2008:225:18:19:00   2008:228:09:49:00    2.51967676860e+09    0.00000000000e+00
2008:228:09:49:00   2008:231:01:19:01    1.37231314380e+09    4.84942585800e+08
2008:231:01:19:01   2008:233:16:44:01    2.73134469300e+09    7.43947083000e+08
2008:233:16:44:01   2008:236:08:14:01    1.02281057301e+09    2.86335013362e+08
2008:236:08:14:01   2008:238:23:39:00    7.46649395460e+08    1.60781304972e+08
2008:238:23:39:00   2008:241:15:09:00    6.70421232498e+08    1.76032332138e+08
2008:241:15:09:00   2008:244:06:39:01    6.49486851300e+08    1.59228807300e+08
2008:244:06:39:01   2008:246:22:04:01    7.56803964990e+08    1.01553677400e+08
2008:246:22:04:01   2008:249:13:34:01    1.68676874274e+09    2.32815404940e+08
2008:249:13:34:01   2008:252:04:59:00    1.40063051371e+09    8.87294007060e+07
2008:252:04:59:00   2008:254:20:29:01    1.55686154610e+09    5.63933258100e+08
2008:254:20:29:01   2008:257:11:59:01    6.44107341240e+08    1.26545724240e+08
2008:257:11:59:01   2008:260:03:29:01    2.27200028997e+09    9.29220146970e+08
2008:260:03:29:01   2008:262:18:54:01    1.86959669370e+09    4.93710914700e+08
2008:262:18:54:01   2008:265:10:24:00    5.81042855136e+08    1.42783748136e+08
2008:265:10:24:00   2008:268:01:49:01    5.34182481483e+08    1.25709086283e+08
2008:268:01:49:01   2008:270:17:19:01    5.58413262870e+08    1.28627860470e+08
2008:270:17:19:01   2008:273:08:44:00    7.11472433234e+08    1.21683271333e+08
2008:273:08:44:00   2008:276:00:14:01    1.62643093203e+09    2.43844035000e+08
2008:276:00:14:01   2008:278:15:39:00    1.68112587846e+09    4.47471623490e+08
2008:278:15:39:00   2008:281:07:09:01    7.23346861530e+08    1.45211559930e+08
2008:281:07:09:01   2008:283:22:39:00    4.71273545319e+08    5.33016960000e+07
2008:283:22:39:00   2008:286:14:04:00    1.67953136773e+09    2.30905391589e+08
2008:286:14:04:00   2008:289:05:34:00    9.03455568990e+08    4.09239922590e+08
2008:289:05:34:00   2008:291:20:59:00    5.97796906812e+08    8.94922833624e+07
2008:291:20:59:00   2008:294:12:29:00    6.52563273553e+08    2.94863863566e+07
2008:294:12:29:00   2008:297:03:54:00    1.36719319524e+09    5.67886242600e+07
2008:297:03:54:00   2008:299:19:24:00    4.19583320580e+08    6.00862852800e+07
2008:299:19:24:00   2008:302:10:49:00    6.01369077210e+08    1.19390185440e+08
2008:302:10:49:00   2008:305:02:14:00    2.74017333713e+09    6.55630705131e+08
2008:305:02:14:00   2008:307:17:44:00    1.08541057305e+09    2.07157537200e+08
2008:307:17:44:00   2008:310:09:14:00    6.37696286223e+08    3.45656892609e+07
2008:310:09:14:00   2008:313:00:39:00    1.69465101951e+09    1.83022234421e+08
2008:313:00:39:00   2008:315:16:09:00    1.69183265340e+09    2.31310188000e+08
2008:315:16:09:00   2008:318:07:34:00    7.92144092670e+08    7.42876934700e+07
2008:318:07:34:00   2008:320:23:04:00    8.20341528666e+08    5.46338194254e+07
2008:320:23:04:00   2008:323:14:29:00    1.25303136510e+09    1.33015583844e+08
2008:323:14:29:00   2008:326:05:59:01    8.87851038027e+08    6.34069308654e+07
2008:326:05:59:01   2008:328:21:24:00    6.46184053341e+08    1.31814612806e+08
2008:328:21:24:00   2008:331:12:49:00    2.92652595849e+09    2.39495943703e+08
2008:331:12:49:00   2008:334:04:19:00    1.87227080010e+09    3.61315388640e+08
2008:334:04:19:00   2008:336:19:49:01    8.39650453726e+08    1.19235836937e+08
2008:336:19:49:01   2008:339:11:14:00    1.29466221554e+09    1.51057427668e+08
2008:339:11:14:00   2008:342:02:44:00    3.43053880092e+09    1.09065838178e+09
2008:342:02:44:00   2008:344:18:14:01    1.70514040362e+09    2.61327603033e+08
2008:344:18:14:01   2008:347:09:39:00    1.08851837956e+09    2.79738256314e+08
2008:347:09:39:00   2008:350:01:04:00    1.09096159820e+09    2.32345861395e+08
2008:350:01:04:00   2008:352:16:34:01    1.34963390251e+09    1.31150661045e+08
2008:352:16:34:01   2008:355:07:59:00    8.27516539063e+08    4.47790052958e+07
2008:355:07:59:00   2008:357:23:29:00    1.45826721983e+09    6.68542241028e+07
2008:357:23:29:00   2008:360:14:54:00    2.07066168528e+09    9.64486968024e+07
2008:360:14:54:00   2008:363:06:24:01    9.34216667893e+08    2.61031904185e+07
2008:363:06:24:01   2008:365:21:54:00    8.72376746349e+08    1.35698842549e+08
2008:365:21:54:00   2009:002:13:24:01    2.11319760681e+09    8.55936243810e+08
2009:002:13:24:01   2009:005:04:49:00    1.92964598370e+09    2.49123794160e+08
2009:005:04:49:00   2009:007:20:19:00    1.31172682050e+09    3.31561263660e+08
2009:007:20:19:00   2009:010:11:44:00    7.85916913200e+08    2.40340409520e+08
2009:010:11:44:00   2009:013:03:14:00    6.59601768990e+08    9.72268994700e+07
2009:013:03:14:00   2009:015:18:39:00    1.07305834380e+09    2.63912352360e+08
2009:015:18:39:00   2009:018:10:09:01    1.30263299730e+09    1.00557146100e+08
2009:018:10:09:01   2009:021:01:34:00    1.22565681600e+09    1.54004475360e+08
2009:021:01:34:00   2009:023:17:04:01    9.99037332600e+08    1.48389481800e+08
2009:023:17:04:01   2009:026:08:34:00    7.16832378600e+08    1.42870172400e+08
2009:026:08:34:00   2009:029:00:04:00    2.94550371690e+09    4.58441853300e+08
2009:029:00:04:00   2009:031:15:29:01    1.37003391840e+09    3.40199157300e+08
2009:031:15:29:01   2009:034:06:59:01    1.18781140290e+09    3.30853069200e+08
2009:034:06:59:01   2009:036:22:24:01    1.04569186482e+09    5.63188651620e+08
2009:036:22:24:01   2009:039:13:54:00    9.01085288430e+08    2.13359847630e+08
2009:039:13:54:00   2009:042:05:24:00    5.53034024550e+08    1.64620958940e+08
2009:042:05:24:00   2009:044:20:49:01    8.01155309430e+08    2.47245640770e+08
2009:044:20:49:01   2009:047:12:19:00    1.37808720834e+09    6.28625069640e+08
2009:047:12:19:00   2009:050:03:44:00    1.07620052640e+09    2.13117243000e+08
2009:050:03:44:00   2009:052:19:14:00    7.10131580400e+08    2.87527222800e+08
2009:052:19:14:00   2009:055:10:44:00    9.08659200000e+08    3.72160260900e+08
2009:055:10:44:00   2009:058:02:14:00    1.23205983993e+09    2.40352778970e+08
2009:058:02:14:00   2009:060:17:39:00    1.17609115050e+09    4.80560108700e+08
